"id","created_at","updated_at","name","start_date","end_date","cme_provider","venue","lat","lng","description","instructors","cme_credit","self_assessment_module","crawl_url","cme_course_webpage_url","background_image","price","event_type","is_edited","need_map_data","status","medical_field","points","event_remark","destination_id"
40,"2024-01-04 09:38:10.570","2024-01-05 03:34:02.796",Advanced and Interventional & Regenerative Medicine Musculoskeletal Ultrasound,"2023-08-17 00:00:00.000","2023-08-18 00:00:00.000","Gulfcoast Ultrasound Institute ›, 111 2nd Ave. NE, Suite 800, St. Petersburg, Florida (FL)  33701, United States","Gulfcoast Ultrasound Institute, 111 2nd Ave. NE, Suite 800, St. Petersburg, Florida (FL), United States",27.774633,-82.63347,"Advanced Musculoskeletal Ultrasound: Interventional and Regenerative Medicine Live Training Course is taught by leading experts in the field of MSK ultrasound and incorporates comprehensive lectures and interactive case presentations. This course features extensive hands-on scanning with a 3:1 participant to faculty hands-on scanning with live models, inanimate phantoms, and human cadaveric specimens for advanced applications and ultrasound-guided procedures. Learn the advanced and interventional musculoskeletal essentials and increase confidence to integrate the skills into clinical practice and expand MSK ultrasound services to offer your patients.
Visit the CME Course Webpage ›","Jon Jacobson, MD, RMSK
Jeffrey Strakowski, MD
Tim Mazzola, MD, CAQSM, RMSK
David Wang, DO
John Broussard, DO","Physicians:  16 Hours
Physician Assistants:  16 Hours",No,http://www.radlist.com//PubCMEDetails.aspx?id=24580,https://www.gcus.com/ultrasound/live-course/advanced-and-interventional-and-regenerative-medicine-musculoskeletal-ultrasound-course-2023-2,"","",On-site meeting,false,false,ACCEPTED,Radiology,,"",16

49,"2024-01-04 09:38:12.385","2024-01-05 03:33:42.653",UCSF Radiology Review: Comprehensive Imaging - Series 325,"2021-05-16 00:00:00.000","2024-05-15 00:00:00.000","UCSF Radiology ›, Continuing Education, 521 Parnassus Ave - Rm S257, San Francisco, California (CA)  94118, United States","",,,"A comprehensive review of all major organ systems/ subspecialties utilizing CT, MR, US. Sections include GI, GU, ObGyn, Breast, Chest, MSK, Neuro, Pediatrics, Interventional and Safety/Physics.
Visit the CME Course Webpage ›",Speakers include 40 UCSF radiology faculty.,Physicians:  31.75 Hours,No,http://www.radlist.com//PubCMEDetails.aspx?id=24477,https://oakstone.com/ucsf-radiology-review-comprehensive-imaging/,"","",Courses,false,false,ACCEPTED,Radiology,,"",

34,"2024-01-04 09:38:10.413","2024-01-05 03:34:02.721",Mayo Clinic Diagnostic Imaging Update and Self-Assessment,"2024-07-15 00:00:00.000","2024-07-19 00:00:00.000","Mayo Clinic Department of Radiology ›, CME Office, 200 1st Street SW, Mayo 2-48W, Rochester, Minnesota (MN)  55905, United States","Ritz-Carlton Laguna Niguel Hotel, One Ritz-Carlton Drive, Dana Point, California (CA), United States",33.47486,-117.720085,"Mayo Clinic Diagnostic Imaging Update and Self-Assessment is a post-graduate course designed to provide practicing radiologists, residents and fellows-in-training with a review of state-of-the-art imaging techniques. ""Focused days"" (abdominal, bone, neuro) will be offered in response to prior participants' requests. Self-assessment modules (SAMs), required by the American Board of Radiology for maintenance of board certification, will likely be available for this activity.
Visit the CME Course Webpage ›","Frederick Chen, M.D.
Marina E. Giurescu, M.D.",Physicians:  Credit Available,Yes,http://www.radlist.com//PubCMEDetails.aspx?id=23681,http://radiologyeducation.mayo.edu/store/mayo-clinic-diagnostic-imaging-update-and-self-assessment-2024,"","",On-site meeting,false,false,ACCEPTED,Radiology,,"",17

44,"2024-01-04 09:38:12.380","2024-01-05 03:33:42.413","Clinical Competence in Breast Imaging, Interventions and Management (Streaming Online)","2021-10-01 00:00:00.000","2024-09-30 00:00:00.000","Meetings By Mail ›, Gregg Savarese, 611 Route 46 West, 4th Floor, Hasbrouck Heights, New Jersey (NJ)  07604, United States","",,,"Clinical Competence in Breast Imaging, Interventions and Management provides a complete tutorial in all modalities, diagnostic strategies and interventional considerations encountered in the modern breast imaging practice.  Its fifty cases allow the participant to explore a wide range of benign and malignant disease, with special focus placed on the variety of presentations and patterns of enhancement observed on mammogram, ultrasound, MRI and tomosynthesis.  This activity also expounds on the many challenges provided beyond the diagnosis, with optimal approaches for intervention and management discussed throughout.  The immersive case review experience is supplemented by three insightful lectures by critically acclaimed faculty.  Clinical Competence in Breast Imaging, Interventions and Management is worth 25 AMA PRA Category I Credits™ and meets all MQSA CME requirements.
Topics include: Digital mammography, breast cancer screening, MR and Ultrasound interpretations, tomosynthesis applications, multimodal interventional procedures, core needle biopsy, BIRADS, pre and post-operative imaging, high risk lesions, screening, lymph nodes, DCIS, invasive malignancies both ductal and lobular, fibroadenomas, papillomas, benign enhancement patterns, phyllodes tumors, male and pediatric applications, radial scars and much more!
Visit the CME Course Webpage ›
View the Course Brochure ›","Linda M. Sanders, M.D.
Medical Director, Breast Center
RWJ Barnabas Health
Livingston, New Jersey",Physicians:  25 Hours,Yes,http://www.radlist.com//PubCMEDetails.aspx?id=24190,https://meetings-by-mail.com/proddetail.asp?prod=CCBI,"","",Courses,false,false,ACCEPTED,Radiology,,"",

9,"2024-01-04 09:38:03.304","2024-01-05 03:34:02.793",Fetal & Women's Imaging 2023,"2023-09-22 00:00:00.000","2023-09-24 00:00:00.000","World Class CME ›, Audra Goetz, 6201 Fairview Road, Suite 200, Charlotte, North Carolina (NC)  28210, United States","The Sheraton Grand Seattle, 1400 Sixth Avenue, Seattle, Washington (WA), United States",47.61078,-122.33345,"World Class CME is again proud to host the annual Fetal and Women's Imaging conference in Seattle, Washington. We welcome everyone to The Sheraton Seattle for yet another excellent three day course in 2023.
19 AMA PRA Category 1 Credits™
22 Category A CE Credits
Target Audience
This course is designed for physicians and sonographers in the fields of gynecologic and obstetric imaging, as well as residents in obstetrics and gynecology, or radiology, and fellows in maternal-fetal medicine. This course may also be valuable to family physicians practicing obstetrics, advanced practice nurses? and physician assistants working in gynecology and obstetrics.
Visit the CME Course Webpage ›
View the Course Brochure ›","Leah M. Lamale-Smith, MD, FACOG - Program Director
Associate Professor
Division of Maternal Fetal Medicine
Department of Obstetrics, Gynecology, and Reproductive Sciences
University of California, San Diego, CA
Dolores H. Pretorius, MD, FACR, FAIUM, FSRU - Program Director
Professor Emeritus of Radiology
University of California, San Diego, CA
Bettina F. Cuneo, MD - Faculty
Professor of Pediatrics (Cardiology) and Obstetrics
University of Colorado School of Medicine
Director of Fetal Cardiology and Fetal Cardiac Telemedicine
The Colorado Fetal Care Center
Children's Hospital Colorado
Denver, CO
Shani Delaney, MD - Faculty
Associate Professor
Fellowship Program Director
Maternal Fetal Medicine
University of Washington
Seattle, WA
Priyanka Jha, MBBS - Faculty
Associate Professor
Department of Radiology, Body Imaging Division
Stanford University
Palo Alto, CA
Sarah M. Page-Ramsey, MD, FACOG - Faculty
Jane and Roland Blumberg Professor
Residency Program Director
Department of Obstetrics and Gynecology
University of Texas Health Science Center
San Antonio, TX
Mishella I. Perez, BS, RDMS, RDCS, FAIUM - Faculty
Clinical Ultrasound Educator
Division of Maternal-Fetal Medicine
Department of Obstetrics & Gynecology
Scripps Health
La Jolla, CA
Shane Reeves, MD, FACOG - Faculty
Associate Professor
Medical Director Prenatal Diagnosis and Genetics
University of Colorado Hospital
Denver, CO","Physicians:  19 Hours
Physician Assistants:  19 Hours
Radiologic Technologists:  22 Hours",No,http://www.radlist.com//PubCMEDetails.aspx?id=24567,https://www.worldclasscme.com/conferences/fetal-and-womens-imaging-advanced-ob-gyn-ultrasound5/,"","",On-site meeting,false,false,ACCEPTED,Radiology,,"",19

33,"2024-01-04 09:38:10.413","2024-01-05 03:34:02.720",Mayo Clinic Radiation Oncology: Current Practice and Future Direction 2023,"2023-01-09 00:00:00.000","2023-01-13 00:00:00.000","Mayo Clinic Department of Radiology ›, CME Office, 200 1st Street SW, Mayo 2-48W, Rochester, Minnesota (MN)  55905, United States","The Westin Maui Resort & Spa, 2365 Ka'anapali Parkway, Maui, Hawaii (HI), United States",29.52621,-95.54076,"Mayo Clinic Radiation Oncology: Current Practice and Future Direction is intended to provide balanced and multidisciplinary discussion of contemporary cancer treatment using didactic lectures, panel discussions, and poster sessions. The course will cover several specific clinical areas including Breast, Prostate, and CNS cancers as well as Lymphoma and Sarcomas. The course will also address several important advances in the field, such as the use of hypofractionation, integration of surgery, new chemotherapies including immunotherapy and their integration into clinical practice.
This course is designed for radiation oncologists, radiation oncology residents, radiation biologists, radiation physicists, dosimetrists, oncologists working in related specialties, radiation therapists, radiation oncology nurses, oncologic surgeons, radiation oncology administrators, diagnostic radiologists, and all other health professionals involved in the field of radiation oncology.
Visit the CME Course Webpage ›","Course Directors:
Kenneth R. Olivier, M.D.
Kimberly S. Corbin, M.D.",Physicians:  Credit Available,Yes,http://www.radlist.com//PubCMEDetails.aspx?id=21262,https://radiologyeducation.mayo.edu/store/mayo-clinic-radiation-oncology-current-practice-and-future-direction-2023,"","",On-site meeting,false,false,ACCEPTED,Radiology,,"",20

45,"2024-01-04 09:38:12.381","2024-01-05 03:33:42.693",Helms Musculoskeletal MRI,"2021-08-05 00:00:00.000","2024-08-04 00:00:00.000","Meetings By Mail ›, Gregg Savarese, 611 Route 46 West, 4th Floor, Hasbrouck Heights, New Jersey (NJ)  07604, United States","",,,"Helms Musculoskeletal MRI is a definitive review of procedures and protocols designed to optimize analysis of all relevant MSK anatomy.  Course Director Clyde A. Helms, M.D. imparts his experience earned throughout five decades spent at the forefront of this radiologic subspecialty.  Enhanced by hundreds of images, Dr. Helms shares his techniques designed to diligently analyze injuries and disease throughout the musculoskeletal system.  The expertise conveyed throughout this activity will benefit any radiologist, resident or fellow interested in learning the best practices for musculoskeletal imaging.  All 15.5 AMA PRA Category I Credits™ from this enduring material can be used to fulfill Self-Assessment CME requirements for Maintenance of Certification.
Topics:  Knee, shoulder, foot, ankle, hip, pelvis, lumbar spine, wrist, hand, elbow and much more.
Visit the CME Course Webpage ›","Course Director:
Clyde A. Helms, M.D.",Physicians:  15.5 Hours,Yes,http://www.radlist.com//PubCMEDetails.aspx?id=24157,https://meetings-by-mail.com/proddetail.asp?prod=HMSK21,"","",Courses,false,false,ACCEPTED,Radiology,,"",

55,"2024-01-04 09:38:12.469","2024-01-05 03:33:42.843",Cleveland Clinic Ultrasound Workshop: Diagnostic & Procedural Skills (Online Streaming & USB Flash Drive Formats),"2022-08-15 00:00:00.000","2024-08-14 00:00:00.000","Meetings By Mail ›, Gregg Savarese, 611 Route 46 West, 4th Floor, Hasbrouck Heights, New Jersey (NJ)  07604, United States","",,,"This Cleveland Clinic Ultrasound Workshop focuses on developing foundational diagnostic and procedural skills that can be quickly applied to clinical practice.  Physicians, physician assistants and nurse practitioners across multiple specialties will benefit from lectures and demonstrations from more than twenty expert educators.  This activity will provide a greater understanding of ultrasound as an imaging and interventional tool. As such, the lessons learned should have a direct impact on patient care.  Worth 9.5 AMA PRA Category I Credits™, with ANCC and AAPA accreditation provided as well!
Topics: Basics of ultrasound and echocardiography, building a point of care ultrasound program, lung ultrasound, deep vein thrombosis, FAST, cardiac tamponade, critical care hemodynamic assessment, peripheral access, central venous access, paracentesis, thoracentesis, arthrocentesis and much more!
Visit the CME Course Webpage ›
View the Course Brochure ›","Activity Co-Directors
Amanjit Gill, MD, MBA
Staff
Interventional Radiology
Imaging Institute
Eduardo Mireles-Cabodevila, MD
Director
Simulation and Advanced Skills Center
Education Institute
Courtney Smalley, MD
Staff
Center for Emergency Medicine
Emergency Services Institute
Cleveland Clinic Faculty
Joseph Aber, RN
Hospital Resident
Heart, Vascular & Thoracic Institute
Jennifer Borowski, RDCS, FASE
Education Coordinator
Adult Echocardiography Lab
Patrick Collier, MD, PhD, FASE, FESC
Robert and Suzanne Tomsich Department of Cardiovascular Medicine
Sydell and Arnold Miller Family
Heart, Vascular & Thoracic Institute
Siddharth Dugar, MD
Department of Pulmonary Medicine
Respiratory Institute
James Fitzgibbon, MD
Department of Emergency Medicine
Emergency Services Institute
Michael Forney, MD
Department of Diagnostic Radiology
Imaging Institute
Steven Fox, MD
PCCM Fellow
Respiratory Institute
John Hanicak, MD
Department of Family Medicine
Cleveland Clinic Community Care
Joshua Jacquet, MD
Department of Emergency Medicine
Emergency Services Institute
Douglas Joseph, DO, RVT, RPVI
Robert and Suzanne Tomsich
Department of Cardiovascular Medicine
Sydell and Arnold Miller Family Heart, Vascular & Thoracic Institute
Brian Mack, RDCS
Cardiac Sonographer
Heart, Vascular & Thoracic Institute
Ajit Moghekar, MD
Department of Pulmonary Medicine
Respiratory Institute
Eileen M. Nelson, APRN, CNP
Department of Interventional Radiology
Imaging Institute
Matthew Richmond
ITD Enterprise Imaging
Information Technology Division
Brittney Rooney, MD
Center for Emergency Medicine
Emergency Services Institute
Shetal Shah, MD
Department of Diagnostic Radiology
Imaging Institute
Robert Stenberg, MD
Department of Emergency Medicine
Emergency Services Institute
Guramrinder (Amandeep) Thind, MD
Department of Pulmonary and Critical Care
Respiratory Institute","Physicians:  9.0 Hours
Physician Assistants:  9.5 Hours
Nurses:  9.5 Hours",Yes,http://www.radlist.com//PubCMEDetails.aspx?id=24443,https://meetings-by-mail.com/proddetail.asp?prod=CCUW22,"","",Courses,false,false,ACCEPTED,Radiology,,"",

61,"2024-01-04 09:38:12.541","2024-01-05 03:33:42.918",Nuclear Medicine and Molecular Imaging Update (Online Streaming & USB Drive Formats),"2022-08-20 00:00:00.000","2025-08-19 00:00:00.000","Meetings By Mail ›, Gregg Savarese, 611 Route 46 West, 4th Floor, Hasbrouck Heights, New Jersey (NJ)  07604, United States","",,,"The Mid East Chapter of the Society of Nuclear Medicine and Molecular Imaging’s historic 50th Annual Conference presents nuclear medicine’s latest trends, advances and procedures.  Adapted for the enduring material audience, Nuclear Medicine and Molecular Imaging Update features a dozen faculty members presenting this specialty’s impact on imaging, cardiology, neurology, endocrinology, oncology, rheumatology, pediatrics and much more.  Practice enhancements and professional development will be discussed, as well.  Nuclear Medicine and Molecular Imaging Update provides a well rounded refresher for all physicians and technologists involved with this area of medicine.
Topics: Impact on medicine, neuroendocrine tumors, RAI resistant thyroid cancer, cardiac sarcoidosis, PET-CT’s role in lung cancer management, COVID-19 applications, PSMA PET-CT for prostate cancer, SPECT-CT, pediatric cases and much more!
Available now in online streaming and USB Flash Drive formats!
Visit the CME Course Webpage ›
View the Course Brochure ›",Faculty includes over a dozen expert members of the Society of Nuclear Medicine and Molecular Imaging Mid-Eastern Chapter.,Physicians:  12 Hours,Yes,http://www.radlist.com//PubCMEDetails.aspx?id=24451,https://meetings-by-mail.com/proddetail.asp?prod=Nuc004,"","",Courses,false,false,ACCEPTED,Radiology,,"",

17,"2024-01-04 09:38:07.347","2024-01-05 03:33:57.193",New Vistas in Prostate Cancer Imaging,"2022-05-01 00:00:00.000","2025-04-30 00:00:00.000","Meetings By Mail ›, Gregg Savarese, 611 Route 46 West, 4th Floor, Hasbrouck Heights, New Jersey (NJ)  07604, United States","",,,"As the need to identify and treat prostate cancer increases, imaging is a critical tool in its diagnosis, staging and surveillance.  New Vistas in Prostate Cancer Imaging is designed to help radiologists, oncologists, radiation oncologists and urologists master this continually evolving technology.  This activity analyzes the two most promising imaging modalities for prostate cancer: multiparametric MRI and PSMA PET/CT.  Essential concepts and multiple cases in both modalities are reviewed throughout the course, ensuring the audience a well rounded primer in the visualization and examination of this disease.
Topics: PI-RADS, targeted biopsy, staging, controversies, Axumin, PET-C11 Choline, community challenges, plus more than 25 prostate cancer cases analyzing the use of mpMRI and PSMA PET/CT.
Available now in online streaming and USB Flash Drive formats!
Visit the CME Course Webpage ›
View the Course Brochure ›","Course Directors:
Louis Mazzarelli, MD and Robert Bridwell, MD",Physicians:  15 Hours,Yes,http://www.radlist.com//PubCMEDetails.aspx?id=24366,https://meetings-by-mail.com/proddetail.asp?prod=Pro001,"","",Courses,false,false,ACCEPTED,Radiation Therapist,,"",

63,"2024-01-04 09:38:12.545","2024-01-05 03:33:42.931",Penn Radiology Current Concepts in Breast Imaging (Streaming Online & USB Flash Drive Formats),"2022-06-20 00:00:00.000","2025-06-19 00:00:00.000","Meetings By Mail ›, Gregg Savarese, 611 Route 46 West, 4th Floor, Hasbrouck Heights, New Jersey (NJ)  07604, United States","",,,"Penn Radiology’s renowned faculty combines with other internationally acclaimed experts to present Current Concepts in Breast Imaging.
This activity features a review of fundamentals and the latest medical technology designed to improve interpretation skills for digital breast tomosynthesis, breast ultrasound, MRI and digital mammography.  Biopsy tips and tricks will be provided as well, insuring a well rounded educational experience for all breast imagers.  Worth 17.75 AMA PRA Category I Credits™, Current Concepts in Breast Imaging meets MSQA CME requirements, and all credits count toward SA-CME requirements for ABR maintenance of certification.
Focus: Screening with tomosynthesis and ultrasound, breast density, novel techniques, abbreviated Breast MR, practical approaches to interpretation, imaging of special populations, BIRADS, guided biopsies using all modalities, localization, management of high risk lesions, axilla management, nipple-areolar complex, breast cancer biology, post-op breast, artificial intelligence and much more.
Visit the CME Course Webpage ›
View the Course Brochure ›","Course Director
Emily Conant, MD
Division Chief, Breast Imaging
Vice Chair, Faculty Development
Perelman School of Medicine
University of Pennsylvania
Faculty
Regina Hooley, MD
Vice Chair for Clinical Affairs
Professor of Radiology and Biomedical Imaging
Yale School of Medicine
Linda Moy, MD
Professor, Department of Radiology
NYU Grossman School of Medicine
Samantha Zuckerman, MD, MBE
Breast Imaging Fellowship Director
Assistant Professor of Clinical Radiology
Perelman School of Medicine
University of Pennsylvania",Physicians:  17.75 Hours,Yes,http://www.radlist.com//PubCMEDetails.aspx?id=24406,https://meetings-by-mail.com/proddetail.asp?prod=UPenn018,"","",Courses,false,false,ACCEPTED,Radiology,,"",

6,"2024-01-04 09:38:00.349","2024-01-05 03:33:50.849",Vascular Imaging Educators Workshop (Online Streaming & DVD-ROM Formats),"2021-02-15 00:00:00.000","2024-02-14 00:00:00.000","Meetings By Mail ›, Gregg Savarese, 611 Route 46 West, 4th Floor, Hasbrouck Heights, New Jersey (NJ)  07604, United States","",,,"The ALL NEW Vascular Imaging Educators Workshop (VIEW) features twenty hours of exceptional content dedicated to the diagnosis and treatment of vascular disease.  Provided by the Society for Vascular Ultrasound through its 43rd Annual Conference, this activity delivers a complete educational experience for all vascular laboratory professionals.  Worth 20 AMA PRA Category I Credits™, VIEW MEETS VASCULAR LAB CME REQUIREMENTS FOR ACCREDITATION.
Topics: Real time B-mode imaging, color and spectral Doppler, non-invasive techniques, reflux, lower extremity venous evaluation, pelvic venous disorders, duplex ultrasound protocols, cerebrovascular, COVID-19, peripheral arterial occlusive disease, wounds, advanced arterial evaluation, CLTI, abdominal imaging evaluation, hemodialysis access, flow dynamics and waveform analysis, inclusion, practice enhancement and ergonomics.
Visit the CME Course Webpage ›","Conference Chair
George Berdejo, BA RVT FSVU
Chair, SVU Annual Conference
Committee
Distinguished Faculty
Matthew Allen, MHA RVS
Clinical Coordinator
Santa Fe College
Mason Ashcraft, AS RVT RDMS RDCS
Lead Technologist
UMass Memorial Medical Center
John Carson, MD RPVI FACS
Medical Director
Maine General Medical Center
David L. Dawson, MD RVT RPVI
Clinical Professor and
Vascular Surgeon
Baylor Scott & White
Medical Center
Charles DeCarlo, MD
Vascular Surgery Resident
Massachusetts General Hospital
M. Robert DeJong, RVT RDCS RDMS FAIUM FSDMS
Bob DeJong, LLC
Anahita Dua, MD MS MBA RPVI CWSP
Assistant Professor of Surgery
Massachusetts General Hospital
Harvard Medical School
Rick Dubin, AS RVT RDMS
Senior Clinical Manager
NAVIX Diagnostix, Inc.
Mariah Elliott, BS RVT RPhS
Vascular Sonographer
University of Washington
Medical Center
Jessy Farris, MHS RVT RPhS
Vein Clinics of America
Beejay Feliciano, MD RPVI
Vascular Surgeon
PeaceHealth
Thoracic & Vascular Surgery
Christina Fields, BS RVT RDMS RDCS FASE
Heart and Vascular Sonographer
The Christ Hospital
Anita Harrington, MS RDMS RVT FSVU
Senior Vascular Technologist
Beth Israel Deaconess Medical Center
Matthew P. Hernandez, BS DPT CSCS
Mount Sinai Morningside
Marresa Houle, BS RVT RPhS RDMS
Supervisor of CT and Ultrasound
St. Joseph’s Hospital and
Medical Center
Dejah R. Judelson, MD RPVI
Assistant Professor of Surgery
UMass Memorial Medical Center
Riyad Karmy-Jones, MD
PeaceHealth Medical Group
Thoracic & Vascular Surgery
Leni Karr, BA RVT
Adjunct Professor
Clinical Coordinator
Bellevue College
Donna Kelly, RVT RPhS RDMS
Technical Director
Beth Israel Lahey Health
Esther S. H. Kim, MD RPVI
Associate Professor of Medicine
Vanderbilt University Medical Center
Ann Marie Kupinski, PhD RVT FSVU
Technical Director and President
North Country Vascular Diagnostics, Inc.
Nicos Labropoulos, PhD MS BS RVT
Professor of Surgery and Radiology
Stony Brook Medicine
Natalia Fendrikova Mahlay, MD
Cleveland Clinic
Mark Meissner, MD
Peter Gloviczki Professor of
Venous and Lymphatic Disorders
University of Washington
Carol Miranda, RVT RDMS RDCS FSVU
Vascular Laboratory Technical Director
Cardiovascular Associates of Virginia
Bon Secours
Laurence Needleman, MD
Professor of Radiology
Thomas Jefferson University
Stanley Ort, BS RVT RDCS
Denville, NJ
Patricia  (Tish) Poe, BA RVT FSVU
Vascular Laboratory Educator
Joseph Polak, MD MPH
Chief of Radiology
Lemuel Shattuck Hospital
Sergio X Salles Cunha, PhD RVT FSVU
Independent Consultant
Brian Sapp, RVT, RPhS
Registered Vascular Solutions, Inc.
Leslie Scoutt, MD FACR FAIUM
Vice Chair
Department of Radiology and Biomedical Imaging
Yale School of Medicine
Sara Skjonsberg, RVT RPhS
Vascular Sonographer
Oregon Vascular Specialists
Jill Sommerset, BS RVT
Technical Director
PeaceHealth
Thoracic & Vascular Surgery
Steve Talbot, RVT FSVU
Education Director,
Vascular Lab Research Associate
University of Utah
Peta Tehan, MD
Senior Lecturer Podiatry
UON Women in Research Fellow
University of New Castle
Desarom Teso, MD RPVI FACS
Medical Director
Vascular Surgery
PeaceHealth
Thoracic & Vascular Surgery
Melissa Warren, RVT
Supervisor, Vascular Lab
Emory Healthcare
Leslie Wormely, AS AA RVT
Lead Vascular Sonographer
The Christ Hospital
Sandra Yesenko, DHSc MHS RVT RDMS
Lead Sonographer for
Education and Training
Cleveland Clinic
R. Eugene Zierler, MD RPVI
Professor of Surgery and
Medical Director
D.E. Strandness Jr. Vascular Laboratory
University of Washington","Physicians:  20 Hours
Radiologic Technologists:  20 Hours
Nurses:  20 Hours",Yes,http://www.radlist.com//PubCMEDetails.aspx?id=23687,https://meetings-by-mail.com/proddetail.asp?prod=VIEW20,"","",Courses,false,false,ACCEPTED,Radiologic Technologist,,"",

3,"2024-01-04 09:37:58.959","2024-01-05 03:33:48.992",ESTI Winter Course 2021 – ONLINE EDITION,"2021-12-09 00:00:00.000","2021-12-10 00:00:00.000","European Society of Radiology ›, Ricarda Posch, Am Gestade 1, Vienna, 1010, Austria","",,,"We are happy to inform you that ESTI will again host a two day digital conference from December 09-10, 2021. This meeting will count as ESTI event towards the ESTI diploma. The Winter Course 2021 covers a variety of topics from basics in interstitial lung disease, infections including Covid-19, malignancies, lung cancer screening and artificial intelligence. The combination of topics are aimed to serve as a good introduction to radiologists embarking on a career in thoracic imaging as well as a solid refresher for experienced thoracic radiologists.
Visit the CME Course Webpage ›
View the Course Brochure ›",ESTI office,"Physicians:  Credit Available
Radiologic Technologists:  Credit Available",No,http://www.radlist.com//PubCMEDetails.aspx?id=24126,https://www.myesti.org/,"","",Webinars,false,false,ACCEPTED,Radiologic Technologist,,"",

59,"2024-01-04 09:38:12.491","2024-01-05 03:33:42.889",Top 3 Differentials in Radiology,"2021-11-17 00:00:00.000","2024-08-20 00:00:00.000","American Osteopathic College of Radiology ›, 119 East Second Street, Milan, Missouri (MO)  63556-4011, United States","",,,"This program is intended for practicing radiologists and radiology trainees as a comprehensive and practical case-based radiology review. All subspecialties and imaging modalities will be covered with lectures divided into the following sections: neuroimaging, musculoskeletal imaging, gastrointestinal imaging, genitourinary imaging, ultrasound imaging, cardiothoracic imaging, pediatric imaging, breast imaging, vascular & interventional radiology, and nuclear medicine. Lectures are provided by a distinguished group of faculty with a wealth of clinical and teaching experience, each covering the key clinical and imaging findings for differentials within common imaging gamuts, as well as characteristic “Aunt Minnie” cases. Our goal is to provide attendees with a comprehensive gamut-based approach to image interpretation with helpful pearls to help distinguish between entities on a list of differential diagnoses.
Objectives:
Formulate gamut-based differential diagnoses for key imaging findings across all radiology subspecialties and imaging modalities.
Distinguish amongst differential diagnoses based upon characteristic imaging findings.
Recognize & identify diagnoses with classic imaging findings, in which there is no differential diagnosis.
Implement and optimize imaging modalities and protocols to improve diagnostic accuracy.
Recognize appropriate indications for image-guided interventional procedures, as well as management of potential complications.
Visit the CME Course Webpage ›","William T. O'Brien, Sr. DO, FAOCR, Program Chair
Christopher Cerniglia, DO, ME, FAOCR
Seetharam Chadalavada, MD, MS
Christine M. Glastonbury, MBBS
Grant E. Lattin, Jr., MD
John P. Lichtenberger III, MD
Jennifer McCarty, MD
Timothy McKnight, DO
Arnold Carlson Merrow, Jr., MD, FAAP
Rocky C. Saenz, DO, FAOCR
Lori M. Strachowski, MD
Rifat A. Wahab, DO
Lily Wang, MBBS",Physicians:  28 Hours,Yes,http://www.radlist.com//PubCMEDetails.aspx?id=24214,http://aocr.mycrowdwisdom.com/diweb/catalog/item/id/6499083/q/n=4&c=476,"","",Courses,false,false,ACCEPTED,Radiology,,"",

7,"2024-01-04 09:38:03.293","2024-01-05 03:34:02.770",ONLINE Paediatric Neuroradiology Fellowship,"2023-12-18 00:00:00.000","2023-12-21 00:00:00.000","TMC Academy ›, C/Marina 16-18, 21st floor, Barcelona, 08005, Spain","TMC Academy, C/Marina, 16-18, floor 33, barcelona, 08005, Spain",41.389706,2.1934235,"Paediatric Neuroradiology is a subspecialty of both Neuroradiology and Paediatric Radiology. Neuroimaging studies in infants and children are often reported by radiological specialists who have little background or experience in this specific field. Through the recreation of real-life scenarios, the Fellow will be exposed to, and guided through a broad range of common and less-common clinical problems, and will thus consolidate his/her experience and build new knowledge that will turn useful when reporting paediatric examinations in the everyday clinical practice.
Prof. Rossi is not only a highly skilled and experienced radiologist but also a passionate lecturer and teacher which creates a dynamic learning experience.
TMC Academy fellowships are held in a virtual classroom environment on Zoom. Participants are encouraged to engage in discussions making use of their camera and microphone in order to recreate the face-to-face experience.
Visit the CME Course Webpage ›",Andrea Rossi,"Physicians:  Credit Available
Radiologic Technologists:  Credit Available",No,http://www.radlist.com//PubCMEDetails.aspx?id=24632,https://academy.telemedicineclinic.com/fellowships/3624/online-paediatric-neuroradiology-fellowship-dec-2023/,"","",On-site meeting,false,false,ACCEPTED,Radiology,,"",2

